step,success_rate,mean_ep_length,mean_return,wm_loss,actor_loss,critic_loss,recon_loss,kl_loss,grad_norm,wall_time_sec
640,0.0,128.0,0.0,50.88188171386719,-1.1253752708435059,1.3828812837600708,0.25474491715431213,49.32373046875,1311.4354248046875,2.81
5676,0.2,123.7,0.050234374999999984,34.75037518874494,-0.7823512955412003,1.6833305143038226,0.011551667004823685,1.002312183380127,880.8503871924091,15.28
10681,0.1,123.7,0.040234375,23.36635985159351,-0.6504103254329977,1.1753563783439267,0.008786201477050781,1.0000375509262085,583.439284746,27.75
