step,success_rate,mean_ep_length,mean_return,q_loss,model_loss,epsilon,grad_norm,wall_time_sec
1000,0.0,128.0,0.0,0.07492505013942719,2.063143491744995,0.981,1.6113988161087036,0.98
11000,0.0,128.0,0.0,0.00013496446331200346,0.018194037476531436,0.791,0.00733936244264709,100.04
21000,0.0,128.0,0.0,0.0007333171725810118,0.01973379585158229,0.601,0.02868140798047977,199.12
